brand,model,year,mileage_km,fuel_type,transmission,engine_cc,seats,owner_count,price,car_age
Ford,Aspire,2016,55942.0,Petrol,Manual,1753.0,4,3,851350.72,8
Toyota,Fortuner,2014,112885.0,Petrol,Manual,1161.0,5,1,862332.38,10
Honda,Civic,2013,12291.0,CNG,Manual,2026.0,5,2,891009.79,11
Hyundai,Verna,2024,58232.0,Diesel,Automatic,2157.0,5,2,990564.16,0
Hyundai,Verna,2014,129464.0,Electric,Automatic,2105.0,5,4,1134811.74,10
BMW,X1,2013,175722.0,CNG,Automatic,1027.0,5,1,841043.81,11
BMW,5 Series,2024,93893.0,Electric,Manual,2094.0,5,4,898725.45,0
KIA,Carnival,2015,72421.0,Petrol,Automatic,2140.0,5,2,818893.02,9
Mercedes,E Class,2022,79715.0,Diesel,Manual,1211.0,5,3,857614.37,2
KIA,EV6,2013,123628.0,Electric,Manual,2343.0,7,3,878160.79,11
Tata,Nexon,2014,98369.0,CNG,Automatic,1790.0,5,2,759721.02,10
BMW,3 Series,2014,4962.0,Petrol,Manual,1703.0,5,4,1199063.94,10
Ford,Figo,2021,97431.0,Diesel,Manual,2128.0,5,1,888302.27,3
Tata,Altroz,2020,72491.0,Diesel,Automatic,1766.0,5,1,894673.23,4
Maruti,Brezza,2018,126383.0,Petrol,Automatic,1826.0,7,4,683993.24,6
Ford,Figo,2015,157619.0,Electric,Manual,1430.0,5,3,526422.37,9
Maruti,Vitara,2014,173270.0,CNG,Manual,2477.0,5,4,484470.22,10
Hyundai,Venue,2019,110152.0,Electric,Automatic,2548.0,5,2,1115364.81,5
Tata,Nexon,2015,65771.0,Petrol,Automatic,1121.0,5,1,757371.64,9
Ford,EcoSport,2020,80354.0,Diesel,Automatic,2146.0,5,1,898424.42,4
Tata,Safari,2021,32421.0,Petrol,Automatic,939.0,4,2,818312.39,3
Tata,Nexon,2023,168519.0,Electric,Manual,1527.0,5,1,797576.77,1
Honda,Jazz,2018,152638.0,Diesel,Manual,2548.0,5,4,779565.94,6
Honda,Civic,2013,153834.0,Electric,Automatic,1197.0,5,1,908788.45,11
Hyundai,Creta,2016,59599.0,Petrol,Manual,1540.0,5,4,1005828.03,8
Toyota,Fortuner,2023,58541.0,Petrol,Automatic,1273.0,5,1,807994.78,1
Ford,Aspire,2019,154305.0,CNG,Manual,2137.0,5,1,757604.98,5
Mercedes,E Class,2020,98383.0,CNG,Automatic,1688.0,5,2,777451.65,4
Tata,Safari,2018,127074.0,Electric,Automatic,1908.0,5,1,1002800.0,6
Tata,Altroz,2014,88576.0,Electric,Manual,2502.0,5,2,928621.17,10
Honda,Civic,2023,80144.0,Electric,Manual,1785.0,5,2,736350.42,1
KIA,Carnival,2022,114090.0,CNG,Automatic,2148.0,4,3,736235.07,2
Toyota,Yaris,2024,146486.0,Diesel,Manual,1066.0,5,3,591916.18,0
Mahindra,XUV700,2023,60672.0,Diesel,Automatic,1265.0,5,1,915838.04,1
KIA,Seltos,2016,145798.0,Petrol,Manual,2509.0,5,1,1021414.42,8
KIA,Sonet,2016,44561.0,Diesel,Automatic,2361.0,5,1,1123175.75,8
Ford,Endeavour,2015,72986.0,Diesel,Manual,2016.0,4,1,1039338.72,9
KIA,Seltos,2024,164350.0,Petrol,Automatic,1542.0,5,1,780779.99,0
Honda,Jazz,2019,171838.0,Petrol,Manual,1239.0,5,2,620353.53,5
Hyundai,Verna,2018,166358.0,CNG,Manual,2347.0,5,3,704916.19,6
Mercedes,GLA,2024,57435.0,Diesel,Automatic,2235.0,5,2,1050180.67,0
BMW,5 Series,2020,151923.0,Electric,Manual,1310.0,5,2,907111.44,4
Toyota,Yaris,2023,168546.0,Diesel,Manual,1902.0,5,2,811789.12,1
Mahindra,Scorpio,2024,176094.0,Electric,Manual,1951.0,5,3,756883.64,0
BMW,5 Series,2013,4545.0,CNG,Automatic,1711.0,5,2,1283763.1,11
Maruti,Baleno,2017,134302.0,Petrol,Manual,2475.0,5,1,1060347.5,7
Mercedes,E Class,2021,179416.0,Petrol,Manual,1110.0,5,2,745537.46,3
BMW,5 Series,2022,137828.0,CNG,Automatic,1338.0,5,1,852117.52,2
KIA,Seltos,2014,42584.0,CNG,Automatic,1061.0,5,2,1067065.16,10
Toyota,Innova,2016,137456.0,Diesel,Automatic,2077.0,4,4,737007.26,8
Mahindra,Scorpio,2019,19659.0,CNG,Automatic,1994.0,4,2,966332.65,5
Mahindra,Bolero,2022,86924.0,Electric,Automatic,2578.0,5,1,1007771.57,2
BMW,5 Series,2014,84100.0,Diesel,Automatic,1821.0,5,3,1117006.06,10
Ford,Aspire,2020,82596.0,Petrol,Manual,1156.0,7,1,783231.49,4
Toyota,Corolla,2016,126210.0,Diesel,Automatic,1666.0,5,1,942892.11,8
Tata,Altroz,2015,43848.0,Electric,Automatic,1050.0,5,1,1160694.52,9
Tata,Altroz,2019,109434.0,Electric,Automatic,2040.0,4,4,899902.37,5
Ford,Aspire,2017,116351.0,Electric,Automatic,2046.0,5,4,881543.31,7
Toyota,Corolla,2020,114376.0,Electric,Automatic,2358.0,5,3,837513.64,4
Honda,Amaze,2016,52646.0,Petrol,Manual,1477.0,5,3,974646.93,8
Toyota,Corolla,2022,55524.0,Diesel,Automatic,1427.0,5,3,936192.01,2
KIA,Sonet,2013,46999.0,Petrol,Automatic,1021.0,5,3,906993.69,11
KIA,Seltos,2023,83550.0,Petrol,Manual,1605.0,4,3,729701.15,1
Honda,Jazz,2013,105804.0,Electric,Automatic,1708.0,5,4,983389.19,11
Mahindra,XUV700,2021,65766.0,Electric,Manual,2182.0,7,3,1007725.87,3
Honda,Amaze,2017,74268.0,Petrol,Automatic,2181.0,5,1,1086181.73,7
BMW,3 Series,2017,52124.0,CNG,Automatic,1138.0,4,2,1032318.34,7
Hyundai,Venue,2013,40019.0,CNG,Manual,1384.0,7,4,946758.08,11
Mahindra,Bolero,2021,118612.0,Petrol,Manual,1769.0,5,2,780565.71,3
KIA,Carnival,2014,147037.0,Electric,Automatic,1469.0,5,1,967481.75,10
Toyota,Corolla,2020,52894.0,Electric,Manual,943.0,5,4,792142.0,4
Honda,Civic,2021,155014.0,CNG,Automatic,2337.0,5,3,652219.01,3
Ford,Endeavour,2023,103119.0,CNG,Manual,2143.0,5,3,614129.67,1
BMW,X1,2021,30851.0,Diesel,Automatic,1784.0,5,2,943886.64,3
Tata,Safari,2016,66387.0,Electric,Automatic,1439.0,4,1,989874.9,8
Mahindra,Bolero,2021,2145.0,Diesel,Automatic,2332.0,5,2,1130457.51,3
BMW,X1,2022,7819.0,Electric,Manual,959.0,7,2,1036347.5,2
Tata,Safari,2016,61034.0,Petrol,Automatic,1658.0,5,4,840114.66,8
Mercedes,C Class,2014,82239.0,Petrol,Manual,2261.0,5,2,1107244.02,10
Hyundai,Elantra,2023,143713.0,Electric,Manual,2520.0,4,1,752810.45,1
Mercedes,GLC,2014,24866.0,Diesel,Manual,1327.0,7,2,998702.4,10
Honda,Amaze,2020,151179.0,Diesel,Automatic,2006.0,7,4,695872.52,4
Tata,Altroz,2015,42826.0,Electric,Automatic,1222.0,5,2,1107893.5,9
Toyota,Corolla,2014,25588.0,Petrol,Manual,1097.0,5,2,1123156.37,10
Honda,Civic,2022,126220.0,CNG,Manual,1500.0,5,3,628695.54,2
Ford,Endeavour,2014,139560.0,Diesel,Automatic,2404.0,5,3,780868.26,10
Ford,EcoSport,2021,109200.0,Petrol,Manual,2072.0,4,2,727486.95,3
Honda,Civic,2021,21534.0,Electric,Manual,1731.0,4,4,920540.89,3
Toyota,Corolla,2013,21469.0,Petrol,Automatic,1380.0,5,3,1073239.0,11
Maruti,Vitara,2015,70699.0,Petrol,Manual,1140.0,5,1,907979.21,9
Tata,Harrier,2022,81547.0,CNG,Automatic,1360.0,4,2,613480.99,2
Honda,Civic,2019,179750.0,Electric,Automatic,1159.0,5,4,703039.88,5
Ford,EcoSport,2014,52136.0,Petrol,Manual,1218.0,5,2,967974.25,10
Hyundai,Creta,2024,35312.0,CNG,Manual,2068.0,5,3,851488.79,0
Tata,Nexon,2016,170305.0,CNG,Automatic,1125.0,5,3,523811.37,8
Maruti,Swift,2013,28390.0,Electric,Automatic,980.0,5,3,1021733.88,11
Mahindra,Thar,2024,5531.0,Petrol,Automatic,1821.0,5,4,693855.61,0
Hyundai,Elantra,2013,76565.0,Electric,Manual,1387.0,5,1,1032536.42,11
Mercedes,GLC,2019,72673.0,Electric,Automatic,1673.0,7,3,881006.26,5
Honda,City,2024,111844.0,Electric,Automatic,1137.0,5,3,671453.19,0
KIA,Seltos,2019,158090.0,Diesel,Manual,1256.0,7,1,791423.09,5
KIA,Sonet,2020,167975.0,Electric,Automatic,1649.0,7,3,817304.91,4
Toyota,Corolla,2017,52703.0,CNG,Automatic,2073.0,5,1,758820.35,7
Mahindra,XUV700,2014,176563.0,Petrol,Manual,1604.0,5,2,806802.32,10
Toyota,Fortuner,2019,114172.0,Electric,Manual,1820.0,5,2,758041.23,5
Mahindra,Scorpio,2023,13279.0,Electric,Automatic,1787.0,5,1,1168094.81,1
KIA,Carnival,2014,168969.0,Diesel,Manual,1357.0,5,4,632124.19,10
Honda,Civic,2023,25529.0,CNG,Manual,1375.0,4,1,787373.39,1
Mercedes,C Class,2017,106276.0,Diesel,Manual,1623.0,7,2,935483.5,7
Honda,Amaze,2019,142500.0,CNG,Automatic,1736.0,5,4,625249.17,5
Hyundai,Elantra,2014,45499.0,Electric,Manual,2065.0,5,4,1069899.55,10
Tata,Nexon,2020,49297.0,Electric,Automatic,1944.0,5,1,989220.62,4
Toyota,Fortuner,2015,86130.0,Petrol,Automatic,1420.0,4,2,803801.49,9
BMW,X5,2016,159364.0,Electric,Automatic,1535.0,5,3,840621.08,8
Tata,Altroz,2021,40869.0,Diesel,Automatic,1458.0,5,4,775075.98,3
BMW,X5,2013,119690.0,CNG,Manual,2007.0,5,4,854197.81,11
Honda,Civic,2018,81904.0,Electric,Manual,2191.0,5,3,848335.48,6
Mercedes,E Class,2020,20842.0,Diesel,Manual,1084.0,5,1,1122373.47,4
Hyundai,Verna,2014,128189.0,Diesel,Automatic,1602.0,5,4,889239.92,10
Maruti,Swift,2016,149989.0,Diesel,Automatic,923.0,5,1,709933.65,8
BMW,3 Series,2017,103953.0,Electric,Manual,1668.0,7,1,1027595.93,7
Tata,Altroz,2020,32403.0,Diesel,Automatic,1322.0,5,3,908711.99,4
Hyundai,Verna,2024,28706.0,Diesel,Automatic,1470.0,5,3,970418.82,0
Ford,EcoSport,2023,76690.0,Diesel,Manual,1676.0,5,1,983192.12,1
Tata,Altroz,2015,91550.0,Petrol,Manual,1450.0,5,1,778758.16,9
Tata,Harrier,2013,99751.0,Diesel,Manual,1569.0,5,3,820130.12,11
Mercedes,GLA,2013,44463.0,Petrol,Manual,2200.0,5,2,1184317.76,11
Toyota,Yaris,2020,90537.0,Petrol,Manual,2277.0,7,3,774160.33,4
Hyundai,Creta,2014,53678.0,CNG,Automatic,909.0,5,2,930318.97,10
Hyundai,Elantra,2015,123760.0,Petrol,Automatic,1542.0,5,3,766608.85,9
Honda,Civic,2023,143528.0,CNG,Automatic,2339.0,4,2,624319.49,1
Maruti,Vitara,2023,84100.0,Electric,Manual,1801.0,5,2,615451.98,1
KIA,Sonet,2023,1023.0,CNG,Automatic,1248.0,5,2,771404.0,1
Honda,Civic,2016,178573.0,Diesel,Manual,1908.0,4,3,627897.5,8
Mahindra,Thar,2020,5059.0,Petrol,Manual,1146.0,5,3,833685.55,4
Honda,Amaze,2020,179896.0,Electric,Automatic,937.0,5,3,754262.99,4
Mahindra,Scorpio,2015,6493.0,Electric,Automatic,1975.0,5,3,1275035.87,9
Mercedes,GLA,2019,93349.0,CNG,Manual,1775.0,5,1,805247.66,5
Toyota,Yaris,2019,19789.0,Petrol,Manual,2186.0,5,4,858189.22,5
Tata,Harrier,2017,17859.0,Petrol,Automatic,1486.0,5,3,780341.96,7
Honda,Jazz,2022,123264.0,Diesel,Automatic,2352.0,4,3,750994.2,2
Hyundai,Verna,2021,131229.0,Petrol,Manual,1616.0,4,4,709576.17,3
Honda,Civic,2019,21988.0,Electric,Automatic,2154.0,5,4,1110136.01,5
Tata,Nexon,2021,175818.0,Petrol,Automatic,1070.0,7,3,504203.36,3
Mahindra,Bolero,2022,58226.0,Diesel,Manual,1065.0,4,4,881435.14,2
KIA,Seltos,2019,57844.0,Electric,Automatic,2230.0,5,2,969118.53,5
Mercedes,GLC,2016,54018.0,Electric,Automatic,2317.0,5,3,1093916.1,8
Mercedes,GLA,2022,83448.0,Petrol,Automatic,2502.0,5,2,1074273.17,2
Maruti,Baleno,2021,32667.0,Diesel,Manual,1451.0,5,3,947405.31,3
Mahindra,Scorpio,2024,76920.0,CNG,Manual,937.0,5,1,754487.88,0
KIA,Carnival,2014,38428.0,CNG,Automatic,2565.0,5,4,1020273.79,10
Toyota,Innova,2018,10014.0,Electric,Automatic,1736.0,5,1,970118.26,6
Maruti,Baleno,2024,66877.0,Electric,Manual,1320.0,4,3,542201.16,0
Honda,Jazz,2019,121269.0,Electric,Automatic,2198.0,7,1,976252.66,5
Ford,Endeavour,2024,137545.0,Petrol,Automatic,2436.0,4,1,746173.36,0
KIA,EV6,2013,64118.0,Petrol,Manual,1384.0,5,4,826182.43,11
Ford,Endeavour,2013,58815.0,CNG,Automatic,2208.0,4,4,931470.93,11
Mahindra,Bolero,2022,141913.0,Petrol,Manual,2238.0,5,1,786008.42,2
Mercedes,C Class,2017,122868.0,Diesel,Manual,1736.0,4,1,1058195.03,7
Ford,Endeavour,2019,149915.0,Petrol,Manual,1975.0,5,4,648072.21,5
BMW,X5,2018,163173.0,Electric,Manual,1358.0,5,4,916534.09,6
Hyundai,Elantra,2017,147964.0,Petrol,Manual,2479.0,5,1,948729.26,7
Mahindra,Bolero,2024,168618.0,Petrol,Manual,2571.0,5,3,629512.45,0
Maruti,Swift,2014,75466.0,Petrol,Automatic,2567.0,5,2,1088134.3,10
Tata,Altroz,2022,71525.0,Petrol,Manual,2153.0,5,3,629610.32,2
KIA,Sonet,2023,58420.0,CNG,Automatic,971.0,5,2,1061549.27,1
Mahindra,Thar,2020,42951.0,Diesel,Manual,1522.0,5,1,1014171.37,4
Maruti,Baleno,2017,134988.0,Electric,Automatic,1656.0,4,2,895376.23,7
Ford,Figo,2014,128829.0,Diesel,Automatic,2531.0,5,3,986571.44,10
Mercedes,C Class,2021,144408.0,CNG,Automatic,1829.0,7,4,905602.88,3
Honda,Jazz,2018,30796.0,CNG,Manual,1811.0,4,1,960497.87,6
BMW,X5,2014,88833.0,CNG,Manual,1149.0,5,4,700840.56,10
Tata,Nexon,2017,40575.0,Electric,Manual,2249.0,7,3,1074972.33,7
Mercedes,E Class,2024,160831.0,Petrol,Manual,1471.0,7,4,597728.51,0
Honda,Civic,2016,48720.0,CNG,Manual,1056.0,5,4,756027.96,8
Maruti,Baleno,2015,26588.0,Electric,Automatic,2579.0,5,1,1062853.74,9
Tata,Safari,2021,102919.0,Electric,Manual,1223.0,5,1,825368.98,3
KIA,Seltos,2015,158329.0,CNG,Manual,927.0,5,4,561369.11,9
Ford,Figo,2024,164899.0,CNG,Manual,1736.0,4,1,505957.07,0
Mercedes,C Class,2023,18020.0,Electric,Automatic,1669.0,4,1,1153790.09,1
Hyundai,Creta,2024,59200.0,CNG,Automatic,1074.0,5,2,967761.15,0
Ford,Endeavour,2023,28311.0,Electric,Automatic,2332.0,5,4,1140703.63,1
Ford,Endeavour,2015,55969.0,Petrol,Manual,1771.0,5,4,869846.99,9
Ford,EcoSport,2015,96464.0,Diesel,Manual,1450.0,5,3,845872.79,9
Tata,Altroz,2017,51078.0,Petrol,Automatic,905.0,5,1,892224.73,7
Mahindra,Scorpio,2018,12899.0,Petrol,Automatic,1715.0,5,2,1195647.37,6
KIA,Seltos,2023,92197.0,Diesel,Manual,1157.0,5,3,718077.61,1
KIA,Sonet,2021,10263.0,Petrol,Manual,2562.0,5,1,1010516.25,3
Tata,Nexon,2020,41423.0,Diesel,Manual,1394.0,5,3,884181.96,4
Honda,Civic,2023,892.0,Diesel,Automatic,1707.0,5,1,983832.48,1
KIA,EV6,2020,16358.0,CNG,Manual,931.0,5,2,852362.65,4
Toyota,Corolla,2017,78987.0,Electric,Automatic,1122.0,5,1,875215.43,7
Mercedes,GLA,2017,84100.0,Electric,Automatic,1252.0,5,3,1014392.53,7
Hyundai,Venue,2019,139612.0,Diesel,Automatic,987.0,7,4,944661.42,5
BMW,3 Series,2014,18510.0,Diesel,Automatic,2134.0,5,1,1380962.28,10
Honda,City,2021,7043.0,Electric,Manual,2507.0,7,4,1097769.53,3
Honda,Civic,2020,61385.0,Petrol,Automatic,2575.0,5,3,848982.81,4
KIA,Seltos,2021,117684.0,CNG,Manual,1351.0,7,4,629742.99,3
BMW,X5,2019,134614.0,Diesel,Manual,2240.0,5,4,753010.41,5
BMW,X5,2022,148304.0,Petrol,Manual,1756.0,5,1,787133.9,2
Tata,Safari,2024,62123.0,CNG,Manual,977.0,5,3,628412.63,0
Honda,Amaze,2019,30905.0,Diesel,Manual,1054.0,5,3,873504.86,5
Tata,Altroz,2018,5521.0,Petrol,Manual,1831.0,5,1,833629.51,6
Tata,Altroz,2014,27117.0,CNG,Manual,1620.0,5,2,753936.78,10
Hyundai,Venue,2022,12476.0,Petrol,Manual,914.0,4,4,706508.45,2
Honda,Amaze,2023,155055.0,CNG,Manual,2481.0,5,3,586586.73,1
Honda,Jazz,2021,48899.0,Petrol,Manual,2141.0,5,2,1046487.31,3
Ford,Endeavour,2023,148303.0,Diesel,Automatic,1754.0,5,2,857145.84,1
Hyundai,Verna,2023,99926.0,Electric,Manual,2577.0,5,4,656229.53,1
Honda,City,2022,97378.0,Petrol,Manual,2550.0,5,2,905866.43,2
Mercedes,GLA,2019,82298.0,Electric,Manual,2555.0,5,1,1188664.64,5
Honda,Civic,2014,147600.0,CNG,Manual,1340.0,5,3,515943.0,10
Hyundai,Verna,2013,84100.0,Electric,Automatic,2397.0,5,4,1214092.05,11
Toyota,Corolla,2015,17421.0,Petrol,Automatic,1757.0,5,1,1217874.22,9
Mahindra,Thar,2018,76671.0,CNG,Automatic,2134.0,5,2,978901.22,6
Toyota,Fortuner,2021,71491.0,Electric,Automatic,2361.0,5,2,874352.65,3
Honda,Jazz,2018,98570.0,Electric,Manual,1177.0,5,1,942275.79,6
Honda,Jazz,2013,133013.0,Petrol,Automatic,1736.0,5,3,679611.55,11
KIA,Sonet,2015,106088.0,Electric,Manual,1119.0,5,2,929532.6,9
Toyota,Fortuner,2024,46935.0,Petrol,Automatic,1375.0,5,1,985558.11,0
Mercedes,GLA,2024,59450.0,CNG,Manual,1602.0,5,2,814755.48,0
Hyundai,Elantra,2017,135617.0,Diesel,Automatic,2354.0,5,4,843455.02,7
Hyundai,Verna,2022,36903.0,CNG,Manual,2366.0,5,4,871745.76,2
Maruti,Vitara,2021,84100.0,CNG,Automatic,1562.0,5,3,760571.26,3
KIA,Sonet,2024,97351.0,Petrol,Manual,1459.0,7,2,859916.77,0
BMW,X1,2023,135247.0,CNG,Automatic,1802.0,5,4,794356.22,1
KIA,Sonet,2020,128812.0,Electric,Automatic,2450.0,5,1,1104212.13,4
BMW,X5,2017,84070.0,Diesel,Automatic,2560.0,5,3,1163435.77,7
Tata,Harrier,2020,56202.0,Diesel,Manual,1285.0,5,3,787408.98,4
Hyundai,Verna,2016,66728.0,Electric,Manual,1217.0,7,3,980880.41,8
Mahindra,Scorpio,2017,74556.0,Petrol,Automatic,2101.0,5,1,1038000.83,7
KIA,EV6,2020,40078.0,Electric,Manual,1412.0,5,3,800406.45,4
Mahindra,XUV700,2019,112873.0,CNG,Manual,1239.0,4,3,595995.56,5
KIA,Sonet,2019,38141.0,Diesel,Manual,952.0,5,4,845324.9,5
Hyundai,Verna,2017,117042.0,Electric,Manual,1585.0,5,1,976230.09,7
Toyota,Fortuner,2017,135467.0,Diesel,Manual,1566.0,5,3,869962.53,7
Mercedes,GLC,2013,173161.0,Electric,Manual,1857.0,5,4,901683.45,11
Honda,Amaze,2020,22108.0,Petrol,Automatic,1240.0,5,2,1047718.47,4
KIA,Carnival,2019,136943.0,CNG,Automatic,2114.0,5,3,863911.01,5
Ford,EcoSport,2024,16208.0,CNG,Manual,2056.0,5,1,800075.39,0
Ford,EcoSport,2019,61234.0,Petrol,Manual,1685.0,5,3,867975.92,5
Ford,Figo,2018,32391.0,Petrol,Manual,1208.0,4,3,836218.68,6
Maruti,Vitara,2013,29881.0,CNG,Automatic,1761.0,5,1,1127061.43,11
Hyundai,Elantra,2015,32222.0,CNG,Manual,2047.0,5,1,1070811.3,9
Tata,Altroz,2017,8673.0,CNG,Automatic,1533.0,5,3,784560.06,7
Mercedes,GLA,2017,148300.0,Petrol,Automatic,1347.0,5,1,969682.22,7
Ford,Figo,2017,11754.0,CNG,Automatic,1761.0,5,2,1132027.89,7
Toyota,Innova,2017,72212.0,Electric,Manual,1503.0,5,1,954372.61,7
Toyota,Innova,2022,126089.0,Electric,Automatic,1580.0,5,4,723234.15,2
BMW,5 Series,2014,178277.0,Diesel,Automatic,1493.0,5,3,972345.5,10
Tata,Harrier,2016,153784.0,Diesel,Automatic,1415.0,5,4,618717.74,8
Hyundai,Creta,2014,25388.0,Electric,Automatic,2118.0,5,1,1328755.32,10
KIA,Sonet,2016,177802.0,Diesel,Automatic,1682.0,5,1,773021.24,8
Honda,City,2021,117914.0,Diesel,Manual,1693.0,5,3,650563.63,3
Toyota,Corolla,2013,32978.0,CNG,Automatic,2010.0,5,3,1093004.67,11
KIA,EV6,2017,81212.0,Petrol,Automatic,1514.0,5,4,942196.47,7
Honda,Amaze,2013,165284.0,Electric,Manual,1071.0,5,4,718990.8,11
Toyota,Fortuner,2024,71210.0,Electric,Manual,2349.0,5,4,828198.49,0
Mercedes,E Class,2021,33707.0,CNG,Automatic,994.0,5,1,989589.1,3
Tata,Harrier,2015,157615.0,CNG,Manual,1872.0,5,2,634385.07,9
Maruti,Swift,2015,171573.0,CNG,Manual,1351.0,5,4,568587.27,9
Toyota,Corolla,2014,175626.0,Electric,Automatic,1263.0,5,3,769875.1,10
KIA,Carnival,2018,172063.0,Electric,Automatic,971.0,5,4,782321.88,6
KIA,Seltos,2022,157216.0,Diesel,Automatic,2430.0,5,3,770557.06,2
KIA,Sonet,2020,82244.0,Diesel,Manual,1629.0,7,1,772851.5,4
Tata,Harrier,2023,35260.0,CNG,Manual,1482.0,5,2,605200.98,1
Ford,EcoSport,2017,111394.0,Petrol,Automatic,2160.0,5,4,972429.38,7
Tata,Altroz,2016,40366.0,Electric,Automatic,966.0,7,3,1011096.3,8
BMW,X1,2018,85589.0,Electric,Manual,1859.0,5,1,959061.85,6
KIA,Carnival,2015,118368.0,CNG,Manual,1736.0,5,1,703005.71,9
Hyundai,Verna,2024,170427.0,Diesel,Manual,1840.0,5,4,581336.65,0
Mahindra,Thar,2015,52603.0,Diesel,Automatic,1110.0,4,4,1145871.39,9
Maruti,Vitara,2018,45942.0,Electric,Manual,2519.0,5,4,834041.17,6
Maruti,Brezza,2019,132462.0,CNG,Automatic,1305.0,5,1,807973.36,5
